O1,O2,O3,O4,O5,Y1,Y2,Y3,Y4,Y5
0.948,1.08,0.996,1.184,1.016,0.792,1.036,0.928,1.08,1.076
0.96,1.092,1.008,1.132,1.016,0.748,0.932,0.936,0.972,1.088
0.96,1.072,1.012,1.092,1.02,0.816,1.02,1.004,0.94,1.048
0.976,1.06,1,1.08,1.044,0.956,1.096,1.012,1.04,1.06
0.98,1.068,1.004,1.052,1.044,0.868,1.024,1.008,1.352,1.072
0.992,1.068,1.024,1.06,1.052,0.86,0.984,0.976,1.276,1.084
0.996,1.036,1.004,1.1,1.068,0.968,1.096,0.988,1.196,1.036
1.02,1.068,1.004,1.064,1.072,0.968,1.112,0.996,1.2,1.056
1.036,1.084,1.012,1.08,1.052,0.812,1.068,1.008,1.224,1.056
1.008,1.056,0.9,1.08,1.076,0.836,1.064,0.992,1.164,1.048
0.972,1.052,1.096,1.096,1.048,0.9,1.072,0.984,1.04,1.004
0.98,1.084,1.024,1.128,1.068,0.832,1.032,0.988,0.948,1.028
0.976,1.084,1.004,1.328,1.064,0.792,1.076,0.984,0.968,1.004
0.948,1.052,1.012,1.252,1.052,0.88,1.08,0.996,1.16,0.968
0.936,1.076,1.02,1.26,1.072,0.96,1.028,0.972,1.304,1.012
0.924,1.072,1.008,1.276,1.072,0.844,1.088,0.912,1.272,1.068
0.916,1.064,0.984,1.32,1.084,0.792,1.108,0.92,1.276,1.1
0.924,1.068,1.004,1.316,1.088,0.864,1.036,0.928,1.204,1.052
0.936,1.076,1.012,1.28,1.088,0.912,1.084,0.968,1.268,1.076
0.936,1.088,0.988,1.296,1.1,0.804,1.072,0.96,1.28,1.08
0.916,1.08,0.988,1.304,1.096,0.8,1.004,0.96,1.232,1.056
0.932,1.076,0.992,1.296,1.1,0.884,1.024,1.032,1.26,0.996
0.924,1.084,0.98,1.276,1.132,0.912,1.088,1.032,1.18,1.012
0.94,1.056,0.992,1.26,1.12,0.8,1.048,0.972,1.064,1.032
0.948,1.084,0.996,1.256,1.1,0.828,0.912,0.936,0.968,1.032
0.96,1.08,1.008,1.228,1.088,0.88,0.984,0.968,0.952,1.072
0.92,1.068,0.984,1.204,1.092,0.844,1.112,1.004,0.956,1.104
0.952,1.068,1.004,1.212,1.092,0.78,1.02,1.04,1.132,1.096
0.96,1.064,1.012,1.204,1.096,0.868,1.04,0.98,1.212,1.048
0.936,1.06,0.984,1.152,1.1,0.9,1.128,0.98,1.212,1.1
0.964,1.072,0.992,1.168,1.104,0.824,1.12,0.996,1.132,1.088
0.968,1.056,0.984,1.136,1.1,0.776,1.016,0.976,1.3,1.028
0.988,1.072,0.972,1.048,1.1,0.816,1.068,0.944,1.3,1.044
0.992,1.064,0.972,1.052,1.104,0.852,1.092,0.9,1.284,1.012
0.964,1.056,0.996,1.064,1.092,0.876,1.04,0.876,1.368,0.976
0.96,1.064,1.032,1.012,1.092,0.764,1.02,0.888,1.304,1
0.972,1.072,0.992,1.044,1.092,0.768,1.052,0.96,1.248,0.98
0.968,1.064,1.004,1.02,1.08,0.828,1.116,1.052,1.3,0.988
0.952,1.072,1,1.016,1.088,0.844,1.076,1.056,1.224,1.104
0.96,1.08,0.984,1.032,1.092,0.764,1.012,0.984,1.272,1.056
0.932,1.072,0.984,1.016,1.092,0.74,1.112,0.892,1.252,0.96
0.968,1.084,0.996,1.024,1.096,0.804,1.108,0.852,1.216,0.9
0.976,1.096,0.98,1.044,1.088,0.916,1.092,0.844,1.368,0.892
0.98,1.104,0.972,1.028,1.088,0.808,0.948,0.836,1.232,0.9
0.952,1.088,0.992,1.052,1.1,0.808,1.02,0.852,1.3,0.96
0.92,1.088,0.992,1.108,1.096,0.944,1.132,0.912,1.38,0.9
0.948,1.076,0.976,1.076,1.096,0.904,1.104,0.948,1.296,0.852
0.96,1.08,0.992,1.172,1.096,0.852,0.992,0.976,1.392,0.84
0.996,1.088,0.968,1.316,1.088,0.872,1.08,0.964,1.244,0.844
1.016,1.092,0.976,1.236,1.084,0.936,1.128,0.924,1.388,0.824
1.024,1.088,0.948,1.276,1.08,0.884,1.024,0.94,1.348,0.88
1.044,1.104,0.936,1.32,1.068,0.844,1.1,0.956,1.296,0.928
1.064,1.096,0.92,1.352,1.064,0.868,1.112,0.956,1.504,0.952
1.068,1.084,0.9,1.36,1.06,0.872,1.076,0.936,1.344,0.816
1.068,1.1,0.876,1.396,1.068,0.784,1.096,0.936,1.4,0.812
1.072,1.068,0.872,1.388,1.076,0.72,1.128,0.916,1.384,0.808
1.072,1.084,0.88,1.38,1.088,0.76,1.08,0.88,1.3,0.808
1.072,1.092,0.892,1.364,1.092,1.112,1.12,0.932,1.412,0.856
1.072,1.092,0.932,1.384,1.088,0.916,1.092,0.976,1.288,0.88
1.056,1.088,0.944,1.364,1.1,0.832,1.052,1.02,1.412,1.02
1.048,1.084,0.956,1.324,1.096,0.856,1.076,1.048,1.296,1.136
1.052,1.072,0.976,1.284,1.088,0.844,1.032,1.052,1.412,1.084
1.052,1.052,0.96,1.316,1.096,0.804,1.04,1.028,1.44,1.084
1.044,1.064,0.976,1.284,1.096,0.736,1.096,1,1.416,1.076
1.044,1.072,0.976,1.26,1.104,0.764,1.08,0.964,1.396,1.024
1.032,1.06,0.972,1.236,1.1,0.828,1.04,0.948,1.448,1.052
1.04,1.076,0.984,1.24,1.116,0.9,1.088,0.96,1.32,1.06
0.988,1.072,0.968,1.232,1.116,0.792,1.088,1.004,1.444,1.076
0.996,1.064,0.964,1.212,1.104,0.836,1,0.984,1.5,1.152
0.988,1.08,0.96,1.196,1.108,0.992,1.044,1.04,1.348,1.152
0.984,1.084,0.96,1.176,1.108,0.856,1.092,1.06,1.476,1.144
0.944,1.064,0.968,1.184,1.104,0.764,0.996,1.056,1.364,1.136
0.952,1.028,0.872,1.164,1.084,0.792,1.084,1,1.352,1.128
0.976,1.04,1.08,1.144,1.08,0.848,1.136,0.98,1.284,1.092
0.972,1.04,1.004,1.124,1.092,0.816,1.08,0.952,1.364,1.028
0.956,1.048,0.996,1.104,1.1,0.776,1.128,0.92,1.5,1.02
0.968,1.056,0.984,1.08,1.116,0.776,1.124,0.936,1.352,0.98
0.952,1.06,0.98,1.036,1.12,0.804,1.064,0.956,1.428,0.896
0.928,1.08,0.968,1.016,1.124,0.784,1.1,0.976,1.388,0.88
0.948,1.08,0.98,0.984,1.12,0.744,1.112,0.96,1.244,0.896
0.968,1.08,0.98,0.976,1.128,0.776,1.1,0.968,1.424,1.144
0.984,1.108,0.992,0.96,1.116,0.8,0.992,0.956,1.276,1.028
0.984,1.124,0.996,0.96,1.1,0.824,1.088,0.92,1.252,1.108
1.016,1.092,0.988,0.94,1.092,0.764,1.088,0.9,1.148,1.164
1.024,1.112,0.98,0.944,1.084,0.74,0.996,0.896,1.092,1.112
1.036,1.1,0.968,0.968,1.084,0.752,1.064,0.944,1.124,1.048
1.044,1.1,0.964,0.98,1.072,0.792,1.112,0.972,1.052,1
1.04,1.112,0.944,1.008,1.06,0.752,0.976,0.924,1.02,0.98
1.044,1.12,0.952,1.02,1.056,0.72,0.932,0.916,0.976,0.9
1.052,1.108,0.944,1.108,1.06,0.772,1.016,0.984,1.104,0.904
1.052,1.096,0.944,1.064,1.08,0.88,1.016,0.996,1.224,1.012
1.04,1.092,0.948,1.104,1.092,0.828,0.988,0.936,1.256,1.064
1.032,1.1,0.928,1.148,1.088,0.768,1.084,0.908,1.148,1.044
1.052,1.096,0.896,1.12,1.08,0.836,1.108,0.884,1.192,1.112
1.064,1.092,0.884,1.06,1.088,0.924,1.04,0.928,1.2,1.14
1.084,1.108,0.896,1.052,1.08,0.808,1.136,1.052,1.244,1.052
1.092,1.108,0.952,1.044,1.088,0.792,1.14,1.072,1.252,1.072
1.096,1.116,0.972,1.096,1.092,0.852,1.012,1.032,1.196,1.072
1.084,1.084,0.996,1.204,1.1,0.86,1.04,0.952,1.276,1.012
1.076,1.1,1.012,1.156,1.1,0.796,1.112,0.888,1.18,0.936
1.088,1.104,0.992,1.18,1.112,0.812,1.044,0.892,1.332,0.968
1.088,1.088,1,1.204,1.12,0.86,0.956,0.888,1.352,1.024
1.096,1.104,1.024,1.188,1.12,0.824,1.044,0.888,1.196,1.068
1.104,1.104,1.016,1.204,1.128,0.776,1.12,0.872,1.34,1.036
1.088,1.088,1.02,1.196,1.136,0.8,1.108,0.86,1.268,1.104
1.08,1.1,1.008,1.208,1.124,0.872,1.012,0.848,1.384,1.104
1.052,1.112,1.008,1.212,1.12,0.912,1.12,0.888,1.456,1.032
1.068,1.092,1.012,1.2,1.116,0.8,1.168,0.96,1.456,1.064
1.064,1.092,1.044,1.208,1.1,0.744,1.148,1.012,1.42,1.072
1.056,1.104,1.04,1.236,1.1,0.884,1.068,1.012,1.276,1.02
1.032,1.08,1.008,1.264,1.084,1.076,1.068,0.956,1.372,1.056
1.044,1.092,1.028,1.268,1.088,0.9,1.108,0.92,1.348,1.076
1.056,1.1,1.02,1.284,1.088,0.844,1.104,0.868,1.428,1.016
1.052,1.088,0.992,1.296,1.096,0.904,1.06,0.828,1.5,1.032
1.044,1.092,0.992,1.304,1.108,0.864,1.008,0.82,1.388,1.052
1.02,1.104,0.988,1.304,1.132,0.792,1.044,0.832,1.428,1.02
0.992,1.064,0.964,1.256,1.132,0.852,1.056,0.844,1.456,0.984
0.996,1.048,0.968,1.244,1.136,0.94,1.056,0.86,1.324,0.996
0.996,1.024,0.976,1.232,1.144,0.832,1.072,0.932,1.46,0.944
0.996,1.028,0.988,1.2,1.156,0.816,0.9,0.936,1.456,0.892
0.94,1.044,1.02,1.188,1.172,0.904,1.032,0.932,1.36,0.904
0.932,1.044,1,1.172,1.176,0.88,1.176,0.916,1.352,0.924
0.924,1.048,1.004,1.164,1.18,0.824,1.088,0.9,1.316,0.86
0.924,1.076,1.012,1.18,1.176,0.748,1,0.88,1.512,0.84
0.932,1.068,0.996,1.18,1.176,0.796,1.128,0.888,1.396,0.828
0.932,1.072,0.98,1.132,1.156,1.036,1.116,0.92,1.284,0.832
0.924,1.092,0.992,1.084,1.16,0.944,1.076,0.94,1.328,0.94
0.932,1.088,0.976,1.024,1.152,0.812,0.908,0.956,1.208,1.056
0.94,1.076,0.988,1.004,1.14,0.816,1.04,0.928,1.428,0.968
0.952,1.096,1.008,0.988,1.132,0.86,1.156,0.924,1.376,1.052
0.956,1.088,1.008,1.028,1.128,0.812,1.036,0.928,1.252,1.108
0.936,1.076,1.004,1,1.12,0.876,1.108,1.012,1.396,1.076
0.948,1.088,1.012,1.004,1.12,0.948,1.156,1.008,1.312,1.044
0.952,1.084,0.992,1.004,1.132,0.824,1.1,1.012,1.304,1.06
0.92,1.076,0.984,0.992,1.128,0.844,1.076,1.004,1.272,1.044
0.952,1.096,1.012,0.992,1.136,0.94,1.124,0.98,1.272,1.028
0.956,1.124,1,0.996,1.144,0.916,1.08,0.916,1.516,1.084
0.956,1.116,1,0.976,1.148,0.8,1.08,0.9,1.292,1.104
0.956,1.108,1.02,0.996,1.14,0.836,1.108,0.904,1.392,1.084
0.92,1.1,1,1.016,1.14,0.88,1.1,0.944,1.32,1.156
0.936,1.048,0.988,1.008,1.14,0.864,1.092,1.028,1.38,1.188
0.944,1.06,1,1.044,1.148,0.792,1.132,1.044,1.432,1.16
0.936,1.056,1,1.076,1.152,0.864,1.152,1.056,1.268,1.16
0.956,1.056,0.976,1.08,1.156,0.988,1.108,1.052,1.5,0.968
0.96,1.06,0.996,1.156,1.164,0.82,1.092,1.028,1.416,0.904
0.952,1.076,0.992,1.16,1.164,0.78,1.116,0.964,1.284,0.868
0.96,1.064,1,1.268,1.156,0.816,1.108,0.932,1.288,0.852
0.956,1.084,1.004,1.228,1.152,0.884,1.028,0.916,1.124,0.872
0.932,1.072,1.032,1.252,1.14,0.82,1.088,0.984,1.132,0.876
0.924,1.08,1.016,1.252,1.144,0.86,1.1,1.084,1.1,0.952
0.932,1.104,1.032,1.292,1.144,0.848,1.044,1.124,1.16,1.032
0.944,1.092,1.008,1.344,1.148,0.868,1.016,1.152,1.284,0.976
0.944,1.084,0.968,1.368,1.156,0.808,1.088,1.052,1.156,0.96
0.932,1.092,0.96,1.348,1.144,0.836,1.096,0.98,1.28,0.996
0.948,1.092,0.936,1.332,1.148,0.836,0.996,0.976,1.244,1.04
0.956,1.088,0.92,1.332,1.152,0.804,1.056,1.028,1.196,1.036
0.94,1.08,0.892,1.352,1.16,0.764,1.104,1.024,1.304,1.084
0.96,1.064,0.876,1.356,1.148,0.784,1.024,1.032,1.16,1.1
0.976,1.052,0.876,1.412,1.14,0.844,1.116,0.996,1.208,1.072
0.984,1.06,0.896,1.368,1.144,0.852,1.104,0.928,1.204,1.092
1,1.048,0.936,1.3,1.144,0.776,1.012,0.876,1.256,1.116
1.024,1.056,0.996,1.256,1.136,0.808,0.916,0.856,1.312,1.088
1.044,1.056,1.004,1.244,1.144,0.836,0.992,0.844,1.204,1.128
1.044,1.076,0.98,1.236,1.14,0.788,1.14,0.868,1.28,1.1
1.044,1.068,1.008,1.228,1.136,0.764,1.116,0.98,1.352,1.048
1.02,1.072,1.012,1.24,1.144,0.844,1,1.036,1.26,1.012
0.972,1.092,0.992,1.24,1.144,0.88,1.156,1.024,1.416,1.032
0.984,1.08,1,1.244,1.152,0.808,1.136,0.94,1.356,1.128
0.968,1.088,1.016,1.276,1.148,0.8,0.96,0.92,1.348,1.092
0.964,1.092,1.02,1.26,1.152,0.88,0.928,0.932,1.228,0.98
0.924,1.072,1,1.284,1.144,0.876,1.028,0.916,1.32,1.02
0.936,1.084,1.012,1.28,1.136,0.812,0.9,0.88,1.364,1.064
0.9,1.084,1.004,1.268,1.14,0.808,0.832,0.928,1.324,1.064
0.912,1.072,1,1.308,1.152,0.828,0.8,0.956,1.232,0.996
0.908,1.076,1.004,1.324,1.156,0.764,1,0.956,1.376,1.012
0.932,1.056,1.012,1.316,1.156,0.74,1.224,0.96,1.336,1.044
0.94,1.068,0.98,1.28,1.148,0.784,1.076,1.016,1.208,1.056
0.96,1.08,0.992,1.264,1.148,0.892,1.044,1.028,1.216,0.952
0.98,1.084,1.016,1.228,1.148,0.776,1.124,1.024,1.308,0.916
1.012,1.08,1.02,1.216,1.144,0.732,1.128,1,1.224,0.884
1.024,1.084,1.04,1.244,1.144,0.78,1.064,0.96,1.068,0.984
1.04,1.084,1.06,1.204,1.144,0.98,1.044,1.012,1.104,1.076
1.056,1.072,1.032,1.176,1.152,0.84,1.036,1.064,1.096,1.024
1.056,1.084,1.036,1.168,1.152,0.844,1.04,1.12,1.052,1.092
1.044,1.084,1.044,1.152,1.152,0.964,1.068,1.088,0.952,1.116
1.052,1.092,1.012,1.14,1.148,0.868,1.036,1.044,0.976,1.068
1.056,1.108,1.012,1.104,1.128,0.82,0.912,0.98,1.124,1.104
1.056,1.1,1.032,1.088,1.112,0.824,1.004,0.96,1.264,1.088
1.06,1.096,1.016,1.064,1.116,0.86,1.132,1.036,1.312,1.032
1.064,1.1,1.02,1.024,1.092,0.856,1.052,0.984,1.248,1.084
1.06,1.092,1.016,0.976,1.084,0.772,1.04,1.024,1.312,1.104
1.048,1.084,1.012,0.98,1.084,0.804,1.12,1.06,1.3,1.064
1.052,1.084,1.016,0.96,1.052,0.908,1.12,1.036,1.304,1.076
1.056,1.088,1.016,1,1.04,0.84,1.108,1.024,1.372,1.084
1.056,1.08,1,1.004,1.032,0.748,0.968,1.036,1.244,1.036
1.06,1.1,0.98,0.996,1.036,0.684,1.012,1,1.332,1.076
1.068,1.104,0.984,1.012,1.028,0.684,1.176,1,1.352,1.116
1.06,1.1,0.984,1.028,1.036,0.752,1.168,0.936,1.296,1.108
1.052,1.076,0.988,1.036,1.04,1.136,1.044,0.9,1.38,1.108
1.052,1.072,0.992,1.068,1.048,0.948,1.18,0.904,1.172,1.136
1.052,1.084,1.008,1.056,1.056,0.796,1.208,1.004,1.388,1.1
1.052,1.068,1.004,1.072,1.056,0.732,1.16,1.004,1.34,1.072
1.048,1.08,1.008,1.096,1.064,0.82,1.092,0.98,1.384,1.076
1.032,1.084,1.02,1.1,1.064,0.928,1.152,0.956,1.452,1.02
1.032,1.064,1.02,1.104,1.068,0.824,1.052,0.992,1.404,0.976
1.04,1.048,0.996,1.204,1.056,0.76,0.932,1.04,1.412,1.068
1.052,1.052,0.992,1.204,1.064,0.78,0.876,1.056,1.288,1.152
1.048,1.028,1.032,1.148,1.06,0.84,0.776,1.028,1.436,1.132
1.032,1.02,1.024,1.284,1.06,0.812,0.752,0.988,1.316,1.256
1.052,0.992,1.008,1.252,1.064,0.776,0.728,0.968,1.376,1.204
1.068,1.032,1.052,1.24,1.068,0.812,0.704,0.992,1.468,1.136
1.064,1.036,1.048,1.284,1.076,0.872,0.708,1.02,1.404,1.136
1.044,1.064,1.02,1.276,1.08,0.868,0.732,1.064,1.456,1.092
1.06,1.056,1.036,1.256,1.08,0.816,0.884,1.016,1.424,1.052
1.052,1.076,1.028,1.268,1.092,0.808,0.956,0.992,1.336,1.076
1.032,1.088,1.016,1.276,1.088,0.848,0.932,0.96,1.468,1.1
1.008,1.064,1.016,1.28,1.092,0.864,0.828,0.936,1.324,1.056
1.012,1.088,1.024,1.296,1.092,0.812,0.816,0.916,1.408,1.12
1.024,1.088,0.996,1.284,1.092,0.8,0.788,0.984,1.316,1.124
1.004,1.08,0.996,1.284,1.092,0.86,0.776,0.98,1.412,1.076
0.996,1.08,1.008,1.272,1.092,0.764,0.808,0.956,1.324,1.124
1.02,1.08,0.992,1.268,1.096,0.72,0.832,0.932,1.336,1.112
1.036,1.072,0.984,1.264,1.088,0.7,0.82,0.896,1.392,1.032
1.036,1.08,0.996,1.26,1.072,0.684,0.816,0.856,1.24,1.06
1.028,1.08,0.984,1.248,1.068,0.728,0.772,0.828,1.32,1.096
1.04,1.068,0.984,1.236,1.06,0.768,0.796,0.836,1.336,1.076
1.048,1.084,0.988,1.236,1.068,0.748,0.804,0.9,1.216,1.156
1.052,1.068,1.008,1.252,1.068,0.832,0.808,0.904,1.392,1.136
1.044,1.072,0.992,1.252,1.076,0.936,0.796,0.94,1.24,1.048
1.048,1.092,0.992,1.272,1.084,0.856,0.788,0.972,1.348,1.068
1.04,1.076,1,1.292,1.1,0.768,0.764,0.968,1.28,1.088
1.04,1.088,0.988,1.328,1.108,0.78,0.724,0.944,1.196,1.044
1.024,1.088,1,1.232,1.116,0.844,0.712,0.96,1.288,1.128
1.044,1.068,1.024,1.18,1.132,0.824,0.712,0.932,1.128,1.156
1.044,1.08,1.012,1.164,1.144,0.76,0.732,0.888,1.196,1.128
1.04,1.08,1,1.092,1.14,0.824,0.84,0.852,1.148,1.172
1.032,1.088,1.02,1.088,1.14,0.8,0.996,0.832,1.092,1.136
1.024,1.088,1.028,1.184,1.152,0.772,0.816,0.836,1.116,1.064
1.028,1.116,1.008,1.084,1.156,0.816,0.78,0.828,1.076,1.068
1.04,1.108,1.008,1.2,1.16,0.872,0.784,0.82,1.06,1.04
1.02,1.096,1.02,1.096,1.156,0.784,0.952,0.828,1.064,0.996
1.016,1.08,0.996,1.112,1.14,0.768,0.98,0.84,1.036,1.088
1.02,1.056,0.984,1.072,1.152,0.828,1.056,0.868,1.276,1.132
1.028,1.068,0.996,1.08,1.164,0.912,1.092,0.852,1.236,1.092
1.008,1.068,1.012,1.088,1.168,0.848,1.12,0.844,1.232,1.148
1.02,1.064,1.02,1.096,1.176,0.796,1.092,0.86,1.304,1.148
1.032,1.052,1.028,1.076,1.16,0.848,1.096,0.86,1.2,1.088
1.036,1.04,1.016,1.116,1.16,0.892,1.1,0.864,1.28,1.1
1.024,1.072,1.004,1.116,1.172,0.804,1.108,0.876,1.316,1.068
1.028,1.044,1.016,1.144,1.176,0.852,1.108,0.884,1.316,1.008
1.012,1.016,1.028,1.18,1.176,0.876,1.108,0.896,1.32,1.072
1.004,1.028,1,1.316,1.18,0.904,1.104,0.952,1.304,1.088
1.004,1.04,1.012,1.16,1.172,0.82,1.124,0.996,1.396,1.064
1.032,1.024,1.036,1.32,1.152,0.796,1.072,1,1.26,1.156
1.032,1.008,1.008,1.224,1.156,0.84,1.02,0.992,1.356,1.172
1.024,1.008,1.028,1.236,1.152,0.84,1.108,0.956,1.34,1.128
1.016,1.008,1.036,1.244,1.156,0.784,1.128,0.896,1.364,1.148
1.024,1,1.028,1.256,1.14,0.804,1.052,0.868,1.408,1.1
1.032,1.004,1.008,1.26,1.148,0.856,1.116,0.852,1.292,1.064
1.016,1.024,1.008,1.252,1.148,0.92,1.132,0.884,1.452,1.12
1.012,1.032,1.008,1.256,1.14,0.828,1.056,0.912,1.396,1.116
1.036,1.056,1.008,1.22,1.132,0.848,1.048,0.94,1.448,1.096
1.044,1.072,0.992,1.224,1.136,0.876,1.14,0.896,1.296,1.116
1.02,1.072,1.024,1.232,1.128,0.84,1.092,0.9,1.428,1.076
1.032,1.084,1.036,1.248,1.108,0.812,1.152,0.952,1.348,1.032
1.052,1.084,1.012,1.24,1.104,0.868,1.144,1.012,1.496,1.068
1.056,1.076,1.024,1.26,1.12,0.908,1.068,1.064,1.404,1.056
1.048,1.084,1.032,1.26,1.12,0.86,1.116,1.08,1.428,1.012
1.064,1.088,1.012,1.26,1.12,0.9,1.104,1.008,1.384,1.06
1.064,1.084,1.004,1.292,1.12,0.872,1.048,0.936,1.424,1.064
1.064,1.092,1.036,1.28,1.136,0.864,1.128,0.948,1.34,1.012
1.044,1.088,1.04,1.3,1.136,0.8,1.14,0.952,1.404,1.044
1.048,1.084,1.004,1.304,1.132,0.792,0.968,0.928,1.368,1.04
1.052,1.084,1.012,1.272,1.132,0.904,1.136,0.908,1.384,0.988
1.044,1.072,1.02,1.232,1.128,0.964,1.14,0.916,1.38,1.044
1.036,1.072,1.004,1.236,1.132,0.884,1,0.936,1.412,1.076
1.048,1.076,1.016,1.22,1.128,0.82,1.104,0.944,1.456,1.008
1.06,1.056,1.032,1.208,1.12,0.872,1.18,0.956,1.276,1.068
1.036,1.076,1.02,1.22,1.128,0.852,1.168,0.96,1.308,1.076
1.044,1.06,1,1.192,1.128,0.804,1.1,0.984,1.252,1.016
1.044,1.064,1.024,1.164,1.116,0.796,1.156,0.98,1.408,1.06
1.048,1.06,1.008,1.132,1.12,0.88,1.164,0.952,1.324,1.052
1.044,1.056,0.984,1.104,1.124,0.96,1.08,0.944,1.348,1.024
1.044,1.064,1.012,1.096,1.112,0.812,1.14,0.964,1.316,1.064
1.04,1.092,1.004,1.1,1.08,0.804,1.136,1.012,1.36,1.068
1.028,1.076,0.992,1.036,1.076,0.9,1.084,1.02,1.316,1
1.036,1.084,1.012,1.032,1.052,0.912,1.136,1.044,1.388,1.052
1.056,1.084,1.004,1.032,1.048,0.824,1.088,1.044,1.288,1.06
1.06,1.072,0.996,1.016,1.06,0.836,1.044,0.992,1.304,1.052
1.044,1.056,1.012,1.024,1.06,1.02,1.092,0.948,1.324,1.116
1.064,1.08,1.02,1.028,1.068,0.976,1.072,0.952,1.188,1.108
1.068,1.08,1.02,1.008,1.044,0.86,1.032,0.948,1.324,1.076
1.052,1.072,1.012,1.028,1.048,0.912,1.1,0.928,1.22,1.12
1.056,1.108,1.016,1.032,1.052,0.932,1.06,0.908,1.24,1.076
1.052,1.1,0.996,1.028,1.052,0.824,0.956,0.932,1.284,1.048
1.032,1.12,1.004,1.06,1.048,0.768,1.012,0.944,1.332,1.092
1.02,1.12,1.012,1.088,1.036,0.804,1.072,0.96,1.42,1.048
1.024,1.096,1.008,1.068,1.044,0.96,1.028,0.944,1.324,1.048
1.024,1.092,1.028,1.1,1.044,0.852,1.02,0.96,1.412,1.096
1.008,1.1,1.064,1.128,1.048,0.756,1.116,0.956,1.26,1.096
1.016,1.088,1.056,1.124,1.056,0.736,1.132,0.916,1.384,1.088
1.044,1.076,1.036,1.308,1.06,0.82,1.056,0.896,1.288,1.12
1.048,1.06,1.024,1.252,1.06,1.08,1.104,0.924,1.376,1.088
1.04,1.044,1.04,1.228,1.068,0.844,1.096,0.944,1.34,1.092
1.056,1.036,1.024,1.272,1.072,0.832,1.02,0.968,1.34,1.124
1.052,1.052,1.036,1.276,1.076,0.944,1.068,0.924,1.404,1.096
1.036,1.032,1.052,1.288,1.088,0.9,1.084,0.888,1.308,1.152
1.024,1.04,1.04,1.3,1.1,0.792,1.052,0.92,1.412,1.132
1.036,1.072,1.052,1.304,1.112,0.816,1.048,0.928,1.28,1.104
1.032,1.072,1.052,1.316,1.128,0.832,1.1,0.944,1.356,1.128
1.024,1.048,1.036,1.308,1.14,0.86,1.104,0.908,1.296,1.08
1.032,1.02,1.02,1.316,1.132,0.844,1.072,0.896,1.404,0.92
1.052,1.048,1.024,1.312,1.128,0.788,1.064,0.964,1.368,0.832
1.04,1.064,1.004,1.332,1.136,0.872,1.084,0.972,1.376,0.768
1.036,1.096,0.992,1.304,1.14,0.912,1.004,0.944,1.384,0.736
1.048,1.14,1.02,1.268,1.128,0.8,0.96,0.892,1.348,0.728
1.044,1.124,0.992,1.284,1.132,0.8,1.036,0.892,1.424,0.724
1.024,1.136,0.988,1.272,1.136,0.992,1.096,0.904,1.356,0.744
1.032,1.132,1.016,1.272,1.132,0.928,1.032,0.908,1.412,0.788
1.04,1.12,1.008,1.288,1.14,0.816,1.096,0.892,1.276,0.908
1.04,1.128,1.02,1.304,1.132,0.856,1.088,0.88,1.388,0.84
1.024,1.116,1.044,1.324,1.128,0.932,1.024,0.912,1.28,0.796
1.036,1.132,1.044,1.28,1.128,0.86,1.024,0.916,1.368,0.784
1.048,1.132,1.028,1.26,1.128,0.796,1.108,0.916,1.368,0.812
1.04,1.148,1.024,1.26,1.124,0.888,1.04,0.904,1.352,0.808
1.04,1.144,1.036,1.244,1.116,0.876,1.064,0.956,1.36,0.844
1.052,1.124,1.024,1.208,1.112,0.844,1.104,0.964,1.304,0.844
1.06,1.1,1.024,1.212,1.104,0.856,1.068,0.944,1.436,0.848
1.044,1.096,1.028,1.192,1.108,0.964,1.044,0.876,1.272,0.816
1.052,1.1,1.016,1.172,1.104,0.872,1.092,0.888,1.416,0.836
1.06,1.084,1.024,1.164,1.108,0.796,1.1,0.888,1.304,0.84
1.048,1.096,1.032,1.172,1.12,0.86,1.084,0.912,1.324,0.868
1.04,1.088,0.832,1.18,1.128,0.9,1.076,0.924,1.332,0.972
1.052,1.092,0.828,1.18,1.132,0.804,1.088,0.9,1.264,1.008
1.06,1.056,1.012,1.168,1.148,0.772,1.064,0.896,1.408,1.072
1.044,1.076,0.988,1.148,1.156,0.836,0.992,0.944,1.244,1.092
1.048,1.088,0.996,1.112,1.148,0.876,1.052,0.96,1.332,1.092
1.06,1.08,1.008,1.068,1.16,0.836,1.1,0.952,1.304,1.116
1.052,1.092,1.024,1.032,1.18,0.74,1.084,0.924,1.348,1.124
1.052,1.108,1.024,1.028,1.184,0.848,1.064,0.948,1.38,1.104
1.048,1.084,1.028,1.024,1.152,0.96,1.096,0.948,1.316,1.128
1.044,1.096,1.036,1.024,1.16,0.828,1.108,0.924,1.4,1.104
1.032,1.092,1.02,1.012,1.18,0.804,0.952,0.876,1.284,1.072
1.036,1.084,1.028,1,1.184,0.948,0.948,0.852,1.42,1.092
1.048,1.092,1.04,1.024,1.164,0.86,0.996,0.864,1.288,1.108
1.048,1.1,1.016,1.04,1.156,0.788,1.016,0.864,1.348,1.096
1.04,1.08,1.028,1.02,1.16,0.804,0.884,0.852,1.324,1.156
1.052,1.084,1.052,1,1.148,0.84,0.988,0.828,1.296,1.172
1.064,1.096,1.028,0.992,1.136,0.848,1.18,0.812,1.396,1.092
1.044,1.08,1.048,1.008,1.124,0.804,1.132,0.84,1.26,1.136
1.048,1.1,1.052,1.032,1.12,0.868,1.084,0.856,1.4,1.124
